-3.563393262940614536e-01 1.381243953232727861e+00
-1.990774120782375645e-01 1.269559817632621712e+00
-5.450215180733508635e-01 1.125713077206606849e+00
5.195946015812198393e-01 1.046069226408575137e+00
-1.405395757108028054e-01 6.496646397721376198e-01
-6.841800516215931216e-01 8.290003610357357111e-01
-3.892224635073689848e-02 9.459780685411257606e-01
-1.537987849386087402e-01 1.116454044776089338e+00
-9.165107253354185524e-01 7.863297957246012659e-01
-7.078063710921685958e-01 1.034077275879764057e+00
-1.251500704111845053e-01 6.229366428435958447e-01
-2.801177167107247734e-01 1.171229652494936380e+00
-5.133505249136447457e-01 1.143291875922484380e+00
-6.693137703876448352e-01 8.367818088219938222e-01
-2.203318175430018788e-01 8.875373170274063472e-01
4.192297869990951192e-02 9.017047378443827643e-01
8.109816914285626621e-02 7.576724545345294715e-01
6.607723155339614296e-01 7.933660534999726899e-01
3.945685049257530164e-01 9.283572111619471379e-01
8.868404172310641320e-02 1.435803972408893792e+00
-4.613134797304603296e-01 1.234134103039801644e+00
7.290346531544873721e-02 1.426931696052805121e+00
4.435445246085373272e-01 8.426164573714755024e-01
1.321351984583966632e-01 1.051984595470085271e+00
3.409590417001755469e-01 8.748735842966310905e-01
-1.853818259223903031e-01 1.142817756434238108e+00
-2.976485051531361017e-02 1.336234829176783823e+00
1.877755406062225560e-02 8.729872618241618643e-01
-2.981273236775783819e-01 7.597776208390611963e-01
9.609945165949715928e-01 1.180251111591563706e+00
2.147216816147196283e+00 1.348430846507391312e+00
1.846691897015290129e+00 1.998143318060351170e+00
2.875904890345040599e+00 1.358476578678863733e+00
2.194568351697448794e+00 7.745227561718152076e-01
2.689055934484288812e+00 8.828894294604383575e-01
2.609172783026226128e+00 3.884001310099228776e-01
2.031128351237031726e+00 6.392654667829948956e-01
1.421287466966023150e+00 -1.045708337138657740e-01
1.396755929199423374e+00 3.779709397023882644e-01
2.054756706973007496e+00 1.773935253109621968e+00
1.991838394295393222e+00 1.553448141312516295e+00
2.564325217797458922e+00 8.105992116684290760e-01
2.346893063722264916e+00 5.677065632404891815e-01
1.932695532268791316e+00 5.188535417085073931e-01
2.143014975865164651e+00 5.484592961691177049e-01
1.819354072954721291e+00 2.504204042823908738e-01
1.991808760767017850e+00 1.586834211356693558e+00
1.584629255720714003e+00 6.130523494970698817e-01
2.359542630542332375e+00 1.132800452756438814e+00
2.614292194522757740e+00 5.443290635302959757e-01
1.266772966940470813e+00 6.284471377623812582e-01
1.656758516459702957e+00 8.607962574821298452e-01
2.211890788396805085e+00 1.301649223104066389e+00
2.138404255120514019e+00 2.773803396589031856e-01
2.250169347865258462e+00 6.134126580686107832e-01
2.345713142238877946e+00 1.671432342849988872e+00
2.138560040480224966e+00 4.314481062681377876e-01
2.239417986216119871e+00 1.592499089537325663e+00
2.588908744870254797e+00 2.300010001474051435e+00
1.510650118170597578e+00 1.108040118711797195e+00
2.225763805961423536e+00 4.014528071902956352e-02
2.018153404689272623e+00 7.277805295783656980e-01
2.245439203148271279e+00 2.089497607450025107e+00
2.001664938104546820e+00 1.278363161986578955e+00
2.458379765723654131e+00 7.825732473262347888e-01
2.160114354941713888e+00 1.958373163378579473e-02
2.140100762814750812e+00 6.100847554696604558e-01
1.731467352158949424e+00 1.334200374106814024e+00
2.362747941013613850e+00 8.856692330248164824e-01
1.608228709269663659e+00 1.014198975283102877e+00
2.153640272939145728e+00 9.525171448974603106e-01
2.531202292661744124e+00 1.067088834638777461e+00
1.538354791259239018e+00 1.663055416468298686e-01
3.019592567021547325e+00 8.036370896697340171e-01
2.355901879952160272e+00 1.655644176990680005e+00
1.956828449904871148e+00 9.011951054414670814e-01
1.852559723055601459e+00 1.891842333081530825e+00
2.158313547607107807e+00 7.853315933714998254e-01
1.796579709119532353e+00 6.563336161267286917e-01
2.808976604906314734e+00 6.902942350140613970e-01
2.634708209821138958e+00 4.609754313854343977e-01
1.845213287674151825e+00 1.255033645105175566e+00
1.528508864723798322e+00 1.608614790213258816e+00
1.392030189371540327e+00 3.430038233463221786e-01
1.930557409464100482e+00 8.910166936926819936e-01
2.409875859909969886e+00 1.134718596622534603e+00
1.653942081679367959e+00 1.561223843596302174e+00
2.614050402653735006e+00 1.321887979772504940e+00
2.893558549803993074e+00 1.538280775155436153e+00
2.255657171402549288e+00 1.196316358502182320e+00
1.215741263867833766e+00 1.619237769183731412e+00
2.570098166885177449e+00 1.064161376452180230e+00
2.328979603460604508e+00 9.976662285854489554e-01
2.803841242855469318e+00 8.820987400923817612e-01
1.564860977560448507e+00 6.997376081769662859e-01
2.536075575423339945e+00 8.368578634301353514e-01
1.801533685526664819e+00 8.384115363878963390e-01
1.921457119903374533e+00 4.014757228555109192e-01
2.428009709763934598e+00 1.621043291615422044e+00
9.810197346871400992e-01 1.154117679058900059e+00
